"tick","run","random_seed","Human Count","Zombie Count"
81.0,1,195305890,5,7
82.0,1,195305890,5,7
83.0,1,195305890,5,7
84.0,1,195305890,5,7
85.0,1,195305890,5,7
86.0,1,195305890,5,7
87.0,1,195305890,5,7
88.0,1,195305890,5,7
89.0,1,195305890,5,7
90.0,1,195305890,5,7
91.0,1,195305890,5,7
92.0,1,195305890,5,7
93.0,1,195305890,5,7
94.0,1,195305890,5,7
95.0,1,195305890,5,7
96.0,1,195305890,5,7
97.0,1,195305890,5,7
98.0,1,195305890,5,7
99.0,1,195305890,5,7
100.0,1,195305890,5,7
101.0,1,195305890,5,7
102.0,1,195305890,5,7
103.0,1,195305890,5,7
104.0,1,195305890,5,7
105.0,1,195305890,5,7
106.0,1,195305890,5,7
107.0,1,195305890,5,7
108.0,1,195305890,5,7
109.0,1,195305890,5,7
110.0,1,195305890,5,7
111.0,1,195305890,5,7
112.0,1,195305890,5,7
113.0,1,195305890,5,7
114.0,1,195305890,5,7
115.0,1,195305890,5,7
116.0,1,195305890,5,7
117.0,1,195305890,5,7
118.0,1,195305890,5,7
119.0,1,195305890,5,7
120.0,1,195305890,5,7
121.0,1,195305890,5,7
122.0,1,195305890,5,7
123.0,1,195305890,5,7
124.0,1,195305890,5,7
125.0,1,195305890,5,7
126.0,1,195305890,5,7
127.0,1,195305890,5,7
128.0,1,195305890,5,7
129.0,1,195305890,5,7
130.0,1,195305890,5,7
131.0,1,195305890,5,7
132.0,1,195305890,5,7
133.0,1,195305890,5,7
134.0,1,195305890,5,7
135.0,1,195305890,5,7
136.0,1,195305890,5,7
137.0,1,195305890,5,7
138.0,1,195305890,5,7
139.0,1,195305890,5,7
140.0,1,195305890,5,7
141.0,1,195305890,5,7
142.0,1,195305890,5,7
143.0,1,195305890,5,7
144.0,1,195305890,5,7
145.0,1,195305890,5,7
146.0,1,195305890,5,7
147.0,1,195305890,5,7
148.0,1,195305890,5,7
149.0,1,195305890,5,7
150.0,1,195305890,5,7
151.0,1,195305890,5,7
152.0,1,195305890,5,7
153.0,1,195305890,5,7
154.0,1,195305890,5,7
155.0,1,195305890,5,7
156.0,1,195305890,5,7
157.0,1,195305890,5,7
158.0,1,195305890,5,7
159.0,1,195305890,5,7
160.0,1,195305890,5,7
161.0,1,195305890,5,7
162.0,1,195305890,5,7
163.0,1,195305890,5,7
164.0,1,195305890,5,7
165.0,1,195305890,5,7
166.0,1,195305890,5,7
167.0,1,195305890,5,7
168.0,1,195305890,5,7
169.0,1,195305890,5,7
170.0,1,195305890,5,7
171.0,1,195305890,5,7
172.0,1,195305890,5,7
173.0,1,195305890,5,7
174.0,1,195305890,5,7
175.0,1,195305890,5,7
176.0,1,195305890,5,7
177.0,1,195305890,5,7
178.0,1,195305890,5,7
179.0,1,195305890,5,7
180.0,1,195305890,5,7
181.0,1,195305890,5,7
182.0,1,195305890,5,7
183.0,1,195305890,5,7
184.0,1,195305890,5,7
185.0,1,195305890,5,7
186.0,1,195305890,5,7
187.0,1,195305890,5,7
188.0,1,195305890,5,7
189.0,1,195305890,5,7
190.0,1,195305890,5,7
191.0,1,195305890,5,7
192.0,1,195305890,5,7
193.0,1,195305890,5,7
194.0,1,195305890,5,7
195.0,1,195305890,5,7
196.0,1,195305890,5,7
197.0,1,195305890,5,7
198.0,1,195305890,5,7
199.0,1,195305890,5,7
200.0,1,195305890,5,7
201.0,1,195305890,5,7
202.0,1,195305890,5,7
203.0,1,195305890,5,7
204.0,1,195305890,5,7
205.0,1,195305890,5,7
206.0,1,195305890,5,7
207.0,1,195305890,5,7
208.0,1,195305890,5,7
209.0,1,195305890,5,7
210.0,1,195305890,5,7
211.0,1,195305890,5,7
212.0,1,195305890,5,7
213.0,1,195305890,5,7
214.0,1,195305890,5,7
215.0,1,195305890,5,7
216.0,1,195305890,5,7
217.0,1,195305890,5,7
218.0,1,195305890,5,7
219.0,1,195305890,5,7
220.0,1,195305890,5,7
221.0,1,195305890,5,7
222.0,1,195305890,5,7
223.0,1,195305890,5,7
224.0,1,195305890,4,8
225.0,1,195305890,3,9
226.0,1,195305890,3,9
227.0,1,195305890,3,9
228.0,1,195305890,3,9
229.0,1,195305890,3,9
230.0,1,195305890,3,9
231.0,1,195305890,3,9
232.0,1,195305890,3,9
233.0,1,195305890,3,9
234.0,1,195305890,3,9
235.0,1,195305890,3,9
236.0,1,195305890,3,9
237.0,1,195305890,3,9
238.0,1,195305890,3,9
239.0,1,195305890,3,9
240.0,1,195305890,3,9
241.0,1,195305890,3,9
242.0,1,195305890,3,9
243.0,1,195305890,3,9
244.0,1,195305890,3,9
245.0,1,195305890,3,9
246.0,1,195305890,3,9
247.0,1,195305890,3,9
248.0,1,195305890,3,9
249.0,1,195305890,3,9
250.0,1,195305890,3,9
251.0,1,195305890,3,9
252.0,1,195305890,3,9
253.0,1,195305890,3,9
254.0,1,195305890,3,9
255.0,1,195305890,3,9
256.0,1,195305890,3,9
257.0,1,195305890,3,9
258.0,1,195305890,3,9
259.0,1,195305890,3,9
260.0,1,195305890,3,9
261.0,1,195305890,3,9
262.0,1,195305890,3,9
263.0,1,195305890,3,9
264.0,1,195305890,3,9
265.0,1,195305890,3,9
266.0,1,195305890,3,9
267.0,1,195305890,3,9
268.0,1,195305890,3,9
269.0,1,195305890,3,9
270.0,1,195305890,3,9
271.0,1,195305890,3,9
272.0,1,195305890,3,9
273.0,1,195305890,3,9
274.0,1,195305890,3,9
275.0,1,195305890,3,9
276.0,1,195305890,3,9
277.0,1,195305890,3,9
278.0,1,195305890,3,9
279.0,1,195305890,3,9
280.0,1,195305890,3,9
281.0,1,195305890,3,9
282.0,1,195305890,3,9
283.0,1,195305890,3,9
284.0,1,195305890,3,9
285.0,1,195305890,3,9
286.0,1,195305890,3,9
287.0,1,195305890,3,9
288.0,1,195305890,3,9
289.0,1,195305890,3,9
290.0,1,195305890,3,9
291.0,1,195305890,3,9
292.0,1,195305890,3,9
293.0,1,195305890,3,9
294.0,1,195305890,3,9
295.0,1,195305890,3,9
296.0,1,195305890,3,9
297.0,1,195305890,3,9
298.0,1,195305890,3,9
299.0,1,195305890,3,9
300.0,1,195305890,3,9
