"tick","run","random_seed","Human Count","Zombie Count"
133.0,1,1196279558,8,197
134.0,1,1196279558,7,198
135.0,1,1196279558,6,199
136.0,1,1196279558,6,199
137.0,1,1196279558,5,200
138.0,1,1196279558,5,200
139.0,1,1196279558,5,200
140.0,1,1196279558,5,200
141.0,1,1196279558,5,200
142.0,1,1196279558,3,202
143.0,1,1196279558,3,202
144.0,1,1196279558,2,203
145.0,1,1196279558,1,204
146.0,1,1196279558,1,204
147.0,1,1196279558,0,205
148.0,1,1196279558,0,205
149.0,1,1196279558,0,205
150.0,1,1196279558,0,205
151.0,1,1196279558,0,205
152.0,1,1196279558,0,205
153.0,1,1196279558,0,205
154.0,1,1196279558,0,205
155.0,1,1196279558,0,205
156.0,1,1196279558,0,205
157.0,1,1196279558,0,205
158.0,1,1196279558,0,205
159.0,1,1196279558,0,205
160.0,1,1196279558,0,205
161.0,1,1196279558,0,205
162.0,1,1196279558,0,205
163.0,1,1196279558,0,205
164.0,1,1196279558,0,205
165.0,1,1196279558,0,205
166.0,1,1196279558,0,205
167.0,1,1196279558,0,205
168.0,1,1196279558,0,205
169.0,1,1196279558,0,205
170.0,1,1196279558,0,205
171.0,1,1196279558,0,205
172.0,1,1196279558,0,205
173.0,1,1196279558,0,205
174.0,1,1196279558,0,205
175.0,1,1196279558,0,205
176.0,1,1196279558,0,205
177.0,1,1196279558,0,205
178.0,1,1196279558,0,205
179.0,1,1196279558,0,205
180.0,1,1196279558,0,205
181.0,1,1196279558,0,205
182.0,1,1196279558,0,205
183.0,1,1196279558,0,205
184.0,1,1196279558,0,205
185.0,1,1196279558,0,205
186.0,1,1196279558,0,205
187.0,1,1196279558,0,205
188.0,1,1196279558,0,205
189.0,1,1196279558,0,205
190.0,1,1196279558,0,205
191.0,1,1196279558,0,205
192.0,1,1196279558,0,205
193.0,1,1196279558,0,205
194.0,1,1196279558,0,205
195.0,1,1196279558,0,205
196.0,1,1196279558,0,205
197.0,1,1196279558,0,205
198.0,1,1196279558,0,205
199.0,1,1196279558,0,205
200.0,1,1196279558,0,205
201.0,1,1196279558,0,205
202.0,1,1196279558,0,205
203.0,1,1196279558,0,205
204.0,1,1196279558,0,205
205.0,1,1196279558,0,205
206.0,1,1196279558,0,205
207.0,1,1196279558,0,205
208.0,1,1196279558,0,205
209.0,1,1196279558,0,205
210.0,1,1196279558,0,205
211.0,1,1196279558,0,205
212.0,1,1196279558,0,205
213.0,1,1196279558,0,205
214.0,1,1196279558,0,205
215.0,1,1196279558,0,205
216.0,1,1196279558,0,205
217.0,1,1196279558,0,205
218.0,1,1196279558,0,205
219.0,1,1196279558,0,205
220.0,1,1196279558,0,205
221.0,1,1196279558,0,205
222.0,1,1196279558,0,205
223.0,1,1196279558,0,205
224.0,1,1196279558,0,205
225.0,1,1196279558,0,205
226.0,1,1196279558,0,205
227.0,1,1196279558,0,205
228.0,1,1196279558,0,205
229.0,1,1196279558,0,205
230.0,1,1196279558,0,205
231.0,1,1196279558,0,205
232.0,1,1196279558,0,205
233.0,1,1196279558,0,205
234.0,1,1196279558,0,205
235.0,1,1196279558,0,205
236.0,1,1196279558,0,205
237.0,1,1196279558,0,205
238.0,1,1196279558,0,205
239.0,1,1196279558,0,205
240.0,1,1196279558,0,205
241.0,1,1196279558,0,205
242.0,1,1196279558,0,205
243.0,1,1196279558,0,205
244.0,1,1196279558,0,205
245.0,1,1196279558,0,205
246.0,1,1196279558,0,205
247.0,1,1196279558,0,205
248.0,1,1196279558,0,205
249.0,1,1196279558,0,205
250.0,1,1196279558,0,205
251.0,1,1196279558,0,205
252.0,1,1196279558,0,205
253.0,1,1196279558,0,205
254.0,1,1196279558,0,205
255.0,1,1196279558,0,205
256.0,1,1196279558,0,205
257.0,1,1196279558,0,205
258.0,1,1196279558,0,205
259.0,1,1196279558,0,205
260.0,1,1196279558,0,205
261.0,1,1196279558,0,205
262.0,1,1196279558,0,205
263.0,1,1196279558,0,205
264.0,1,1196279558,0,205
265.0,1,1196279558,0,205
266.0,1,1196279558,0,205
267.0,1,1196279558,0,205
268.0,1,1196279558,0,205
269.0,1,1196279558,0,205
270.0,1,1196279558,0,205
271.0,1,1196279558,0,205
272.0,1,1196279558,0,205
273.0,1,1196279558,0,205
274.0,1,1196279558,0,205
275.0,1,1196279558,0,205
276.0,1,1196279558,0,205
277.0,1,1196279558,0,205
278.0,1,1196279558,0,205
279.0,1,1196279558,0,205
280.0,1,1196279558,0,205
281.0,1,1196279558,0,205
282.0,1,1196279558,0,205
283.0,1,1196279558,0,205
284.0,1,1196279558,0,205
285.0,1,1196279558,0,205
286.0,1,1196279558,0,205
287.0,1,1196279558,0,205
288.0,1,1196279558,0,205
289.0,1,1196279558,0,205
290.0,1,1196279558,0,205
291.0,1,1196279558,0,205
292.0,1,1196279558,0,205
293.0,1,1196279558,0,205
294.0,1,1196279558,0,205
295.0,1,1196279558,0,205
296.0,1,1196279558,0,205
297.0,1,1196279558,0,205
298.0,1,1196279558,0,205
299.0,1,1196279558,0,205
300.0,1,1196279558,0,205
