"tick","run","random_seed","Human Count","Zombie Count"
97.0,1,195369746,2,10
98.0,1,195369746,2,10
99.0,1,195369746,2,10
100.0,1,195369746,2,10
101.0,1,195369746,2,10
102.0,1,195369746,2,10
103.0,1,195369746,2,10
104.0,1,195369746,2,10
105.0,1,195369746,2,10
106.0,1,195369746,2,10
107.0,1,195369746,2,10
108.0,1,195369746,2,10
109.0,1,195369746,2,10
110.0,1,195369746,2,10
111.0,1,195369746,2,10
112.0,1,195369746,2,10
113.0,1,195369746,2,10
114.0,1,195369746,2,10
115.0,1,195369746,2,10
116.0,1,195369746,2,10
117.0,1,195369746,2,10
118.0,1,195369746,2,10
119.0,1,195369746,2,10
120.0,1,195369746,2,10
121.0,1,195369746,2,10
122.0,1,195369746,2,10
123.0,1,195369746,2,10
124.0,1,195369746,2,10
125.0,1,195369746,2,10
126.0,1,195369746,2,10
127.0,1,195369746,2,10
128.0,1,195369746,2,10
129.0,1,195369746,2,10
130.0,1,195369746,2,10
131.0,1,195369746,2,10
132.0,1,195369746,2,10
133.0,1,195369746,2,10
134.0,1,195369746,2,10
135.0,1,195369746,2,10
136.0,1,195369746,2,10
137.0,1,195369746,2,10
138.0,1,195369746,2,10
139.0,1,195369746,2,10
140.0,1,195369746,2,10
141.0,1,195369746,2,10
142.0,1,195369746,2,10
143.0,1,195369746,2,10
144.0,1,195369746,2,10
145.0,1,195369746,2,10
146.0,1,195369746,2,10
147.0,1,195369746,2,10
148.0,1,195369746,2,10
149.0,1,195369746,2,10
150.0,1,195369746,2,10
151.0,1,195369746,2,10
152.0,1,195369746,2,10
153.0,1,195369746,2,10
154.0,1,195369746,2,10
155.0,1,195369746,2,10
156.0,1,195369746,2,10
157.0,1,195369746,2,10
158.0,1,195369746,2,10
159.0,1,195369746,2,10
160.0,1,195369746,2,10
161.0,1,195369746,2,10
162.0,1,195369746,2,10
163.0,1,195369746,2,10
164.0,1,195369746,2,10
165.0,1,195369746,2,10
166.0,1,195369746,2,10
167.0,1,195369746,2,10
168.0,1,195369746,2,10
169.0,1,195369746,2,10
170.0,1,195369746,2,10
171.0,1,195369746,2,10
172.0,1,195369746,2,10
173.0,1,195369746,2,10
174.0,1,195369746,2,10
175.0,1,195369746,2,10
176.0,1,195369746,2,10
177.0,1,195369746,2,10
178.0,1,195369746,2,10
179.0,1,195369746,2,10
180.0,1,195369746,2,10
181.0,1,195369746,2,10
182.0,1,195369746,2,10
183.0,1,195369746,2,10
184.0,1,195369746,2,10
185.0,1,195369746,2,10
186.0,1,195369746,2,10
187.0,1,195369746,2,10
188.0,1,195369746,2,10
189.0,1,195369746,2,10
190.0,1,195369746,2,10
191.0,1,195369746,2,10
192.0,1,195369746,2,10
193.0,1,195369746,2,10
194.0,1,195369746,2,10
195.0,1,195369746,2,10
196.0,1,195369746,2,10
197.0,1,195369746,2,10
198.0,1,195369746,2,10
199.0,1,195369746,2,10
200.0,1,195369746,2,10
201.0,1,195369746,2,10
202.0,1,195369746,2,10
203.0,1,195369746,2,10
204.0,1,195369746,2,10
205.0,1,195369746,2,10
206.0,1,195369746,2,10
207.0,1,195369746,2,10
208.0,1,195369746,2,10
209.0,1,195369746,2,10
210.0,1,195369746,2,10
211.0,1,195369746,2,10
212.0,1,195369746,2,10
213.0,1,195369746,2,10
214.0,1,195369746,2,10
215.0,1,195369746,2,10
216.0,1,195369746,2,10
217.0,1,195369746,2,10
218.0,1,195369746,2,10
219.0,1,195369746,2,10
220.0,1,195369746,2,10
221.0,1,195369746,2,10
222.0,1,195369746,2,10
223.0,1,195369746,2,10
224.0,1,195369746,2,10
225.0,1,195369746,2,10
226.0,1,195369746,2,10
227.0,1,195369746,2,10
228.0,1,195369746,2,10
229.0,1,195369746,2,10
230.0,1,195369746,2,10
231.0,1,195369746,2,10
232.0,1,195369746,2,10
233.0,1,195369746,2,10
234.0,1,195369746,2,10
235.0,1,195369746,2,10
236.0,1,195369746,2,10
237.0,1,195369746,2,10
238.0,1,195369746,2,10
239.0,1,195369746,2,10
240.0,1,195369746,2,10
241.0,1,195369746,2,10
242.0,1,195369746,2,10
243.0,1,195369746,2,10
244.0,1,195369746,2,10
245.0,1,195369746,1,11
246.0,1,195369746,1,11
247.0,1,195369746,1,11
248.0,1,195369746,1,11
249.0,1,195369746,1,11
250.0,1,195369746,1,11
251.0,1,195369746,1,11
252.0,1,195369746,1,11
253.0,1,195369746,1,11
254.0,1,195369746,1,11
255.0,1,195369746,1,11
256.0,1,195369746,1,11
257.0,1,195369746,1,11
258.0,1,195369746,1,11
259.0,1,195369746,1,11
260.0,1,195369746,1,11
261.0,1,195369746,1,11
262.0,1,195369746,1,11
263.0,1,195369746,1,11
264.0,1,195369746,1,11
265.0,1,195369746,1,11
266.0,1,195369746,1,11
267.0,1,195369746,1,11
268.0,1,195369746,1,11
269.0,1,195369746,1,11
270.0,1,195369746,1,11
271.0,1,195369746,1,11
272.0,1,195369746,1,11
273.0,1,195369746,1,11
274.0,1,195369746,1,11
275.0,1,195369746,1,11
276.0,1,195369746,1,11
277.0,1,195369746,1,11
278.0,1,195369746,1,11
279.0,1,195369746,1,11
280.0,1,195369746,1,11
281.0,1,195369746,1,11
282.0,1,195369746,1,11
283.0,1,195369746,1,11
284.0,1,195369746,1,11
285.0,1,195369746,1,11
286.0,1,195369746,1,11
287.0,1,195369746,1,11
288.0,1,195369746,1,11
289.0,1,195369746,1,11
290.0,1,195369746,1,11
291.0,1,195369746,1,11
292.0,1,195369746,1,11
293.0,1,195369746,1,11
294.0,1,195369746,1,11
295.0,1,195369746,1,11
296.0,1,195369746,1,11
297.0,1,195369746,1,11
298.0,1,195369746,1,11
299.0,1,195369746,1,11
300.0,1,195369746,1,11
