"tick","run","random_seed","Human Count","Zombie Count"
141.0,1,195285977,4,8
142.0,1,195285977,4,8
143.0,1,195285977,4,8
144.0,1,195285977,4,8
145.0,1,195285977,4,8
146.0,1,195285977,4,8
147.0,1,195285977,4,8
148.0,1,195285977,4,8
149.0,1,195285977,4,8
150.0,1,195285977,4,8
151.0,1,195285977,4,8
152.0,1,195285977,4,8
153.0,1,195285977,4,8
154.0,1,195285977,4,8
155.0,1,195285977,4,8
156.0,1,195285977,4,8
157.0,1,195285977,4,8
158.0,1,195285977,4,8
159.0,1,195285977,4,8
160.0,1,195285977,4,8
161.0,1,195285977,4,8
162.0,1,195285977,4,8
163.0,1,195285977,4,8
164.0,1,195285977,4,8
165.0,1,195285977,4,8
166.0,1,195285977,4,8
167.0,1,195285977,4,8
168.0,1,195285977,4,8
169.0,1,195285977,4,8
170.0,1,195285977,4,8
171.0,1,195285977,4,8
172.0,1,195285977,4,8
173.0,1,195285977,4,8
174.0,1,195285977,4,8
175.0,1,195285977,4,8
176.0,1,195285977,4,8
177.0,1,195285977,4,8
178.0,1,195285977,4,8
179.0,1,195285977,4,8
180.0,1,195285977,4,8
181.0,1,195285977,4,8
182.0,1,195285977,4,8
183.0,1,195285977,4,8
184.0,1,195285977,4,8
185.0,1,195285977,4,8
186.0,1,195285977,4,8
187.0,1,195285977,4,8
188.0,1,195285977,4,8
189.0,1,195285977,4,8
190.0,1,195285977,4,8
191.0,1,195285977,4,8
192.0,1,195285977,4,8
193.0,1,195285977,4,8
194.0,1,195285977,4,8
195.0,1,195285977,4,8
196.0,1,195285977,4,8
197.0,1,195285977,4,8
198.0,1,195285977,4,8
199.0,1,195285977,4,8
200.0,1,195285977,4,8
201.0,1,195285977,4,8
202.0,1,195285977,4,8
203.0,1,195285977,4,8
204.0,1,195285977,4,8
205.0,1,195285977,4,8
206.0,1,195285977,4,8
207.0,1,195285977,4,8
208.0,1,195285977,4,8
209.0,1,195285977,4,8
210.0,1,195285977,4,8
211.0,1,195285977,4,8
212.0,1,195285977,4,8
213.0,1,195285977,4,8
214.0,1,195285977,4,8
215.0,1,195285977,4,8
216.0,1,195285977,4,8
217.0,1,195285977,4,8
218.0,1,195285977,4,8
219.0,1,195285977,4,8
220.0,1,195285977,4,8
221.0,1,195285977,4,8
222.0,1,195285977,4,8
223.0,1,195285977,4,8
224.0,1,195285977,4,8
225.0,1,195285977,4,8
226.0,1,195285977,4,8
227.0,1,195285977,4,8
228.0,1,195285977,4,8
229.0,1,195285977,4,8
230.0,1,195285977,4,8
231.0,1,195285977,4,8
232.0,1,195285977,4,8
233.0,1,195285977,4,8
234.0,1,195285977,4,8
235.0,1,195285977,4,8
236.0,1,195285977,4,8
237.0,1,195285977,4,8
238.0,1,195285977,4,8
239.0,1,195285977,4,8
240.0,1,195285977,4,8
241.0,1,195285977,4,8
242.0,1,195285977,4,8
243.0,1,195285977,4,8
244.0,1,195285977,4,8
245.0,1,195285977,4,8
246.0,1,195285977,4,8
247.0,1,195285977,4,8
248.0,1,195285977,4,8
249.0,1,195285977,4,8
250.0,1,195285977,4,8
251.0,1,195285977,4,8
252.0,1,195285977,4,8
253.0,1,195285977,4,8
254.0,1,195285977,4,8
255.0,1,195285977,4,8
256.0,1,195285977,4,8
257.0,1,195285977,4,8
258.0,1,195285977,4,8
259.0,1,195285977,4,8
260.0,1,195285977,4,8
261.0,1,195285977,4,8
262.0,1,195285977,4,8
263.0,1,195285977,4,8
264.0,1,195285977,4,8
265.0,1,195285977,4,8
266.0,1,195285977,4,8
267.0,1,195285977,4,8
268.0,1,195285977,4,8
269.0,1,195285977,4,8
270.0,1,195285977,4,8
271.0,1,195285977,4,8
272.0,1,195285977,4,8
273.0,1,195285977,4,8
274.0,1,195285977,4,8
275.0,1,195285977,4,8
276.0,1,195285977,4,8
277.0,1,195285977,4,8
278.0,1,195285977,4,8
279.0,1,195285977,4,8
280.0,1,195285977,4,8
281.0,1,195285977,4,8
282.0,1,195285977,4,8
283.0,1,195285977,4,8
284.0,1,195285977,4,8
285.0,1,195285977,4,8
286.0,1,195285977,4,8
287.0,1,195285977,4,8
288.0,1,195285977,4,8
289.0,1,195285977,4,8
290.0,1,195285977,4,8
291.0,1,195285977,4,8
292.0,1,195285977,4,8
293.0,1,195285977,4,8
294.0,1,195285977,4,8
295.0,1,195285977,3,9
296.0,1,195285977,3,9
297.0,1,195285977,3,9
298.0,1,195285977,3,9
299.0,1,195285977,3,9
300.0,1,195285977,3,9
